price,beds,baths,area_sqft,car_space_garage,street,city,district,postal,broker
"$349,900",3,1+,,2,3 Aspen Ln,Howell,NJ,07731,MARIAN J. FALLON REALTY
"$285,000",3,2,"1,415",1,224 Sunset Ln,Howell,NJ,07731,"Weichert, Realtors - Forked River"
"$279,000",3,1,,,123 Meridian Dr,Brick,NJ,08724,"Diane Turton, Realtors - Spring Lake Office"
"$324,900",4,2+,"2,000",2,126 Walnut St,Neptune Township,NJ,07753,RE/MAX at Barnegat Bay
"$269,000",3,2+,"1,576",,515 Laurelwood Ct,Howell,NJ,07731,ERA Central Realty Group
"$299,900",2,1+,,,360 Newark Dr,Brick,NJ,08724,"Weichert, Realtors - Forked River"
"$374,900",4,2+,"2,368",2,45 Snowdrift Ln,Howell,NJ,07731,RE/MAX CHAMPIONS
"$444,990",3,3,"2,662",2,Monterey Loft,Farmingdale,NJ,07727,K. Hovnanian's Four Seasons
"$269,900",3,2+,,,175 Dorado Beach Ct Unit 1000,Howell,NJ,07731,CENTURY 21 ACTION PLUS REALTY
"$369,000",2,2,"1,100",,1713 Main St Unit 202,Lake Como,NJ,07719,Re/Max Gateway
"$319,500",3,1+,,1,696 Aldrich Rd,Howell,NJ,07731,RE/MAX SELECT
"$179,900",2,2,"1,300",,98 Belinda Ct,Brick,NJ,08724,Wayne Basilotto
"$225,000",3,1+,,,98 Stephan Rd,Brick,NJ,08724,"Weichert, Realtors - Brick"
"$349,500",2,2,,,1713 Main St Unit 301,Lake Como,NJ,07719,"Weichert, Realtors - Sea Girt"
"$187,200",4,2,"1,350",1,1698 Forge Pond Rd,Brick,NJ,08724,RE/MAX At Barnegat Bay
"$169,000",2,1+,,,145 Greenwood Loop Rd,Brick,NJ,08724,KELLER WILLIAMS REALTY
"$1,735,000",4,4+,"5,300",2,37 Robbins St,Brick,NJ,08724,BHHS New Jersey Properties Manalapan
"$342,900",3,1+,"1,400",2,8 Hampton Rd,Howell,NJ,07731,H & R Realty Inc.
"$349,900",4,2+,,2,71 Newbury Rd,Howell,NJ,07731,Bay Front Realty
"$176,900",2,1+,"1,144",,644 Denise Ct,Brick,NJ,08724,C21/ VALUE PLUS REALTY
"$249,900",3,2+,"1,567",1,1403 Gardenia Dr,Brick,NJ,08724,Exit All Around Real Estate
"$274,900",2,2,"1,607",1,5 Brant Dr,Brick,NJ,08724,"RE/MAX Bay Point, REALTORS"
"$425,000",4,2+,,1,28 Appletree Rd,Howell,NJ,07731,Re/Max Real Estate Ltd.
"$299,900",4,1,"1,152",,142 Brighton Ave,Neptune Township,NJ,07753,Ward Wight Sotheby's International Realty
"$179,900",2,1+,,,1220 Sandra Pl,Brick,NJ,08724,Re/Max Real Estate Ltd.
"$275,000",4,2,,2,106 Elm Dr,Neptune Township,NJ,07753,WOODWARD REALTY GROUP
"$379,900",3,2+,,2,1437 Cedar Ave,Brick,NJ,08724,Premier Coastal Properties Llc
"$436,990",2,2,"2,422",2,Anegada II Loft,Farmingdale,NJ,07727,K. Hovnanian's Four Seasons
"$310,000",3,1,,1,5099 Drift Rd,Wall,NJ,07719,Gloria Nilson & Co. Real Estate
"$135,000",2,1+,"1,346",,136 Sawmill Rd Unit 618,Brick,NJ,08724,Keller Williams Realty - Monmouth/Ocean
"$210,000",3,1,900,,730 Old Burnt Tavern Rd,Brick,NJ,08724,"Hollston Realty Group, Llc"
"$581,900",4,3+,"4,015",3,3408 Allaire Rd,Wall,NJ,07719,"RE/MAX REAL ESTATE, LTD."
"$109,900",2,2,"1,026",,2107 Bradley Ave,Neptune Township,NJ,07753,Veltri & Realtors Corporate Office
"$98,000",2,1,,,236 Sawmill Rd Unit B,Brick,NJ,08724,"Weichert, Realtors - Jackson"
"$875,000",4,3+,"5,083",2,1211 Gully Rd,Wall,NJ,07753,RE/MAX Paradigm Realty Group
"$770,000",3,3+,"3,235",3,2409 Xanadu Ln,Wall,NJ,07719,CHRIS SMITH REALTY
"$499,900",5,2+,"2,937",2,524 Alexander Ave,Brick,NJ,08724,Crossroads Realty - Brick
"$439,900",2,2,"1,540",1,2323 Xanadu Ln,Wall,NJ,07719,"Diane Turton, Realtors - Sea Girt Office"
"$525,000",3,2,,2,517 15th Ave,Belmar,NJ,07719,Keller Williams Shore Properties
"$150,000",2,1+,"1,088",,1118 Sawmill Rd,Brick,NJ,08724,Keller Williams Realty Services
"$432,990",3,3,"2,503",2,Grenada Loft,Farmingdale,NJ,07727,K. Hovnanian's Four Seasons
"$109,900",,,,,Birch Dr,Farmingdale,NJ,07727,Coldwell Banker Residential Brokerage - Howell Office
"$485,000",4,2+,"2,724",2,387 N Lake Dr,Brick,NJ,08724,"Diane Turton, Realtors - Point Pleasant Office"
"$314,900",2,1,730,,514 18th Ave,Lake Como,NJ,07719,Jack Green Realty
"$335,000",3,2,"1,355",1,2 Stratton Dr,Howell,NJ,07731,VRI Homes Marlboro
"$344,500",4,1+,,,423 Driscol Dr,Brick,NJ,08724,"CENTURY 21 Herbertsville Real Estate Company, Inc"
"$85,900",3,2,,,24 Ruffian Way,Howell,NJ,07731,BHHS New Jersey Properties Manalapan
"$149,900",2,1+,,,964 Sids Ct,Brick,NJ,08724,Four Points Realty
"$170,000",2,1+,"1,200",,1004 Tammy Ct,Brick,NJ,08724,"Weichert, Realtors - Brick"
"$249,900",4,3,,,259 Old Tavern Rd,Howell,NJ,07731,Iinj Realty
"$369,500",5,2+,"2,458",,611 Thoroughfare Rd,Brick,NJ,08724,Keller Williams Realty East Monmouth
"$409,990",2,2,"1,993",2,Barbuda,Farmingdale,NJ,07727,K. Hovnanian's Four Seasons
"$400,990",2,2,"1,873",2,Monterey II,Farmingdale,NJ,07727,K. Hovnanian's Four Seasons
"$404,990",2,2,"1,833",2,Anegada II,Farmingdale,NJ,07727,K. Hovnanian's Four Seasons
"$429,895",6,3+,"2,450",1,99 Taylor Blvd,Brick,NJ,08724,"Diane Turton, Realtors - Toms River Office"
"$679,000",5,3+,"4,217",1,1 Island Ct,Brick,NJ,08724,Keller Williams Realty East Monmouth
"$307,500",3,1+,,2,419 Maple Ave,Neptune Township,NJ,07753,Keller Williams Realty West Monmouth
"$560,000",2,2,"1,992",2,8 Tall Pines Dr,Neptune Township,NJ,07753,VRI Homes Marlboro
"$134,900",3,2,,,68 Larrabee Blvd,Howell,NJ,07731,Keller Williams Realty - Monmouth/Ocean
"$176,000",3,1,"1,295",2,857 Hulses Corner Rd,Howell,NJ,07731,C21/ VALUE PLUS REALTY
"$115,500",1,2,888,1,518 Laurel Brook Dr Apt B,Brick,NJ,08724,Crossroads Realty - Berkeley
"$475,000",4,2+,"2,200",2,2 Country Ln,Howell,NJ,07731,Crossroads Realty - Toms River West
"$320,000",3,1+,"1,572",1,27 Standish Dr,Howell,NJ,07731,Coldwell Banker Residential Brokerage - Spring Lake Office
"$349,000",3,2+,,2,23 Plymouth Dr,Howell,NJ,07731,Encore Real Estate
"$349,000",4,2,"2,030",1,43 Crest Dr,Brick,NJ,08724,Gloria Nilson & Co. Real Estate
"$495,000",3,2+,,2,181 S Manor Ct Unit 1810,Wall,NJ,07719,"Diane Turton, Realtors - Spring Lake Office"
"$397,990",2,2,"1,747",2,Grenada,Farmingdale,NJ,07727,K. Hovnanian's Four Seasons
"$369,000",4,2,,,2532 Belmar Blvd,Belmar,NJ,07719,KELLER WILLIAMS REALTY - West Monmouth
"$225,000",3,1,,1,115 Rainbow Dr,Brick,NJ,08724,"Weichert, Realtors - Brick"
"$285,000",2,2,"1,351",2,71 Maypink Ln,Howell,NJ,07731,"Boutique Realty, Llc"
"$240,000",2,2,"1,300",1,7 Heywood Ct,Brick,NJ,08724,Keller Williams Realty Ocean Point
"$269,900",3,1+,"1,313",,29 Roberts Dr,Neptune Township,NJ,07753,Striker Realty
"$399,000",3,1,"1,408",,1121 18th Ave,Wall,NJ,07719,"FOXTONS, Inc"
"$349,000",4,2+,"1,822",2,13 Feathertree Ct,Howell,NJ,07731,Coldwell Banker Residential Brokerage - Howell Office
"$264,000",3,2+,"1,672",1,255 Moses Milch Dr,Howell,NJ,07731,Keller Williams Realty - Monmouth/Ocean
"$109,900",3,1,928,,130 Leonard Ave,Neptune Township,NJ,07753,Pittenger  Realty
"$129,900",,,,,304 Michelle Ct,Neptune Township,NJ,07753,Veltri & Realtors Corporate Office
"$399,987",4,2,"2,000",1,19 Salem Hill Rd,Howell,NJ,07731,BHHS New Jersey Properties Manalapan
"$535,000",3,2,,2,182 Casino Dr,Farmingdale,NJ,07727,ERA Central Realty Group
"$929,999",3,3+,,2,612 North Blvd,Lake Como,NJ,07719,D'AMICO & MCCONNELL REALTORS
"$410,000",4,2+,"1,898",2,29 Melissa Ln,Howell,NJ,07731,RE/MAX REALTY 9
"$369,000",3,2+,,2,57 Sweetbriar Trl,Howell,NJ,07731,Century 21 Action Plus Realty
"$389,900",3,2+,,2,11 Sweet Gum Rd,Howell,NJ,07731,Keller Williams Realty - Monmouth/Ocean
"$439,000",4,3,,1,149 Berkeley Dr,Brick,NJ,08724,Re/Max Real Estate Ltd.
"$168,888",2,1+,"1,224",,1024 Sawmill Rd,Brick,NJ,08724,"CENTURY 21 Ailor, LLC"
"$279,900",3,1,"1,125",,392 5th Ave,Brick,NJ,08724,Coldwell Banker Flanagan Rlty - Tr
"$2,699,000",4,4+,"5,514",3,487 Princeton Ave,Brick,NJ,08724,Keller Williams Shore Properties
"$450,000",3,1+,,1,3 Almar Ave,Tinton Falls,NJ,07753,Keller Williams Realty - Monmouth/Ocean
"$485,000",5,2,"1,512",,723 17th Ave,Lake Como,NJ,07719,Crossroads Realty - Executive Office
"$399,000",3,1,,,1810 Bradley Ter,Lake Como,NJ,07719,Lake Como Realty
"$235,000",2,1,,,354 Iroquois Dr,Brick,NJ,08724,"Diane Turton, Realtors - Bay Head"
"$349,900",3,2,,2,1603 16th Ave,Belmar,NJ,07719,Coldwell Banker Residential Brokerage - Wall Township Office
"$290,000",2,1,,1,1024 3rd Ave,Wall,NJ,07719,Coldwell Banker Residential Brokerage - Marlboro/Manalapan Office
"$219,900",2,1+,,,167 Frontier Way,Tinton Falls,NJ,07753,RE/MAX 1ST. CLASS
"$2,395,000",5,5+,"3,565",2,200 5th Ave,Belmar,NJ,07719,Paragano Real Estate
"$215,000",3,1+,,,504 Linda Ct,Brick,NJ,08724,Century 21 Action Plus Realty
"$135,000",,,,,350 Iroquois Dr,Brick,NJ,08724,"Diane Turton, Realtors - Bay Head"
"$249,900",4,2,,1,532 Nebraska Ave,Brick Township,NJ,08724,The Real Estate Company
"$529,000",3,2,"1,190",,318 16th Ave,Belmar,NJ,07719,CENTURY 21 Schlossbach Realty
"$499,000",3,1,"1,120",1,1234 Maplewood Rd,Belmar,NJ,07719,"Weichert, Realtors - Sea Girt"
"$298,900",3,2,"1,620",1,16 Asbury Ave,Farmingdale,NJ,07727,Iinj Realty
"$213,600",3,1,,1,281 W Farms Rd,Farmingdale,NJ,07727,KELLER WILLIAMS CORNERSTONE
"$950,000",,,,,2925 Hurley Pond Rd,Wall,NJ,07719,Re/Max Innovation
"$379,900",,,,,150 Duchess Ln,Brick,NJ,08724,Keller Williams Shore Properties
"$248,000",,,,,Hulses Corner Rd,Howell,NJ,07731,RE/MAX Homeland REALTORS
"$198,000",,,,,20 Addison Rd,Howell,NJ,07731,RE/MAX Homeland REALTORS
"$349,000",3,2,"1,260",,523 Lakewood Rd,Neptune Township,NJ,07753,Oliver Brothers
"$379,000",3,2+,"1,855",2,17 Marc Dr,Howell,NJ,07731,"NEUHAUS REALTY, INC."
"$129,900",3,1+,"1,428",,170 Esmeralda Ct,Brick,NJ,08724,C21/ VALUE PLUS REALTY
"$479,000",4,2,"2,064",1,1711 Belmont Ave,Lake Como,NJ,07719,BHHS New Jersey Properties Manalapan
"$279,000",2,1,,,1828 Carmerville Rd,Wall,NJ,07719,"Diane Turton, Realtors - Point Pleasant Beach Office"
"$319,000",3,1+,,2,701 Wakefield Rd Unit 761,Neptune Township,NJ,07753,Imperial Real Estate Agency
"$165,900",2,2,,,6 Gait Ct,Tinton Falls,NJ,07753,EXIT Realty East Coast
"$2,200,000",3,2+,,1,125 Inlet Ter,Belmar,NJ,07719,"THE MACGOWAN AGENCY, INC."
"$149,000",2,1,,,23 E 2nd St,Howell,NJ,07731,KELLER WILLIAMS REALTY - Monmouth Ocean
"$84,900",2,1,"1,014",,326 Sawmill Rd Unit B,Brick,NJ,08724,Paschon Realty
"$1,795,000",5,3+,,2,40 Inlet Ter,Belmar,NJ,07719,RE/MAX Paradigm Realty Group
"$424,900",2,2,"1,540",2119,2123 Xanadu Ln,Wall,NJ,07719,"Diane Turton, Realtors - Sea Girt Office"
"$649,000",10,3,"3,102",,201 16th Ave,Belmar,NJ,07719,KELLER WILLIAMS EAST MONMOUTH
"$999,000",4,2+,"2,200",1,502 North Blvd,Lake Como,NJ,07719,Coldwell Banker Residential Brokerage - Wall Township Office
"$359,900",3,1,,1,1607 River Rd,Belmar,NJ,07719,Oliver Brothers
"$129,500",,,"1,612",2,110 Borden Ave Unit 2,Neptune Township,NJ,07753,Paschon Realty
"$249,900",3,2+,,,493 Cottonwood Ct,Howell,NJ,07731,Coldwell Banker Residential Brokerage - Howell Office
"$99,500",1,1,,,108 W 2nd St,Howell,NJ,07731,BHHS New Jersey Properties Manalapan
"$579,900",4,2+,"2,494",2,1740 K St,Wall,NJ,07719,"RE/MAX Bay Point, REALTORS"
"$775,000",4,3,,1,1706 A St,Belmar,NJ,07719,Keller Williams Shore Properties
"$395,000",4,2,,,353 Old Squan Rd,Brick,NJ,08724,Gloria Nilson & Co. Real Estate
"$319,900",4,1+,"1,774",2,8 Provincial Pl,Neptune Township,NJ,07753,Veltri & Realtors Corporate Office
"$289,900",3,1,"1,210",,262 23rd Ave,Brick,NJ,08724,"Csi Realty Group, Inc."
"$1,249,000",4,3+,"3,500",1,781 Princeton Ave,Brick,NJ,08724,"Diane Turton, Realtors - Spring Lake Office"
"$195,000",2,2,,,21 Jockey Ln,Tinton Falls,NJ,07753,EXIT Realty East Coast
"$595,000",4,2+,"3,300",2,23 Bock Blvd,Howell,NJ,07731,RE/MAX Homeland REALTORS
"$419,900",3,1+,"1,726",1,101 Riverdale Ave,Neptune City,NJ,07753,Coldwell Banker Residential Brokerage - Wall Township Office
"$255,900",3,1,,1,557 Pennsylvania Ave,Brick,NJ,08724,Re/Max Innovation
"$560,000",3,1+,"1,926",,2 Steiner Ave,Neptune City,NJ,07753,Keller Williams Realty - Monmouth/Ocean
"$315,000",3,2+,"1,710",1,51 Santa Rosa Ln,Tinton Falls,NJ,07753,Saymark Realtors
"$230,000",5,2+,"2,164",,114 Colts Neck Rd,Farmingdale,NJ,07727,"Linda Schroeck Realty Group, LLC"
"$999,999",4,3+,"3,576",2,566 Harbor Rd,Brick,NJ,08724,"RE/MAX Bay Point, REALTORS"
"$339,000",4,1+,,,85 Salem Hill Rd,Howell,NJ,07731,Century 21 Action Plus Realty
"$199,000",2,1,966,1,43 Markham Rd,Brick,NJ,08724,"Veltri & Associates, Realtors"
"$165,400",4,1+,"2,260",,89 Maxim Rd,Howell,NJ,07731,REAL HOME SERVICES & SOLUTIONS
"$149,900",3,1,,,410 Fisher Ave,Neptune Township,NJ,07753,Oliver Brothers
"$189,900",3,1,"1,092",,731 Maple Ave,Brick,NJ,08724,"Weichert, Realtors - Toms River"
"$296,900",1,1,613,,210 5th Ave Apt 18,Belmar,NJ,07719,Patrick Parker Realty
"$150,000",3,1,,,10 Fulton Pl,Neptune Township,NJ,07753,"CENTURY 21 Charles Smith Agency, Inc."
"$90,000",,,,,Lakewood Farmingdale Rd,Farmingdale,NJ,07727,Keller Williams Shore Properties
"$90,000",,,,,Lakewood-Farmingdale Rd,Howell,NJ,07727,Keller Williams Shore Properties
"$259,900",3,2+,"1,576",,244 Larchwood Ct,Howell,NJ,07731,Coldwell Banker Residential Brokerage - Howell Office
"$369,900",3,2,"1,860",1,36 Lake Dr,Howell,NJ,07731,Coldwell Banker Flanagan Realty
"$79,000",,,,,W Lake Ave,Neptune Township,NJ,07753,Keller Williams Realty East Monmouth
"$239,000",3,1+,,2,2227 W Lake Ave,Neptune Township,NJ,07753,Keller Williams Realty East Monmouth
"$347,500",4,2+,,1,557 California Ave,Brick,NJ,08724,RE/MAX At Barnegat Bay
"$1,500,000",5,3,,2,200 North Blvd,Belmar,NJ,07719,Gloria Nilson & Co. Real Estate
"$299,000",3,2+,,2,37 Starlight Rd,Howell,NJ,07731,Mid-State Realty
"$215,000",3,1,,1,114 Coral Dr,Brick,NJ,08724,C21/ ACTION PLUS REALTY
"$199,000",,,,,140 Locust Ave,Howell,NJ,07731,"NEUHAUS REALTY, INC."
"$569,900",4,2+,"2,500",2,22 Vardon Way,Farmingdale,NJ,07727,Keypoint Realty Llc
"$534,900",4,3,"1,860",1,447 Prospect Ave,Neptune Township,NJ,07753,"Camassa Agency, Inc."
"$285,000",4,1+,"1,676",1,156 Hilltop Dr,Brick,NJ,08724,"Diane Turton, Realtors - Point Pleasant Office"
"$249,900",4,2,"1,944",,174 Glenmore St,Brick,NJ,08724,Keller Williams Shore Properties
"$434,990",3,3,"2,580",2,Dorchester Loft,Farmingdale,NJ,07727,K. Hovnanian's Four Seasons
"$300,000",2,1,,1,594 Princeton Ave,Brick,NJ,08724,Gloria Nilson & Co. Real Estate
"$589,000",3,2,,,603 18th Ave,Lake Como,NJ,07719,O'Brien Realty
"$269,900",2,2,"1,712",1,5 Olympus Way,Brick,NJ,08724,Keller Williams Shore Properties
"$369,000",2,2,"1,514",,623 S Riverside Dr,Neptune Township,NJ,07753,"Weichert, Realtors - Ocean Township"
"$165,000",2,2,,,121 Brandywine Ct Unit 311,Brick,NJ,08724,Pacesetter Realty
"$360,000",4,3+,"2,552",2,4 Margaret Ln,Howell,NJ,07731,Century 21 Action Plus Realty
"$287,500",2,2+,"1,558",1,8 Hawthorne Dr,Tinton Falls,NJ,07753,Saymark Realtors
"$409,990",2,2,"1,791",2,Dorchester,Farmingdale,NJ,07727,K. Hovnanian's Four Seasons
"$139,900",,,,,1636 Edge St,Brick,NJ,08724,"Ray Brooks Realty, Inc."
"$287,500",2,2+,"1,558",1,8 Saratoga Ct,Tinton Falls,NJ,07753,Saymark Realtors
"$145,600",2,2,964,,359 Sequoia Ct,Howell,NJ,07731,Keller Williams Shore Properties
"$239,900",4,1+,"1,690",1,320 Madison Ct,Brick,NJ,08724,CENTURY 21 Lawrence Realty
"$174,900",2,2+,,,1108 Sandra Pl,Brick,NJ,08724,Berkshire Hathaway Healy Realtors
"$220,000",2,1,,1,20 E 3rd St,Howell,NJ,07731,RE/MAX REALTY 9
