price,beds,baths,area_sqft,car_space_garage,street,city,district,postal,broker
"$249,900",2,2,"1,545",1,45 Stockport Dr,Toms River,NJ,08757,Long & Foster Real Estate Inc.
"$229,900",4,1,"1,464",1,1416 Broadway Blvd,Toms River,NJ,08757,Crossroads Realty - Executive Office
"$59,000",2,1,,,1 Swift Cir Unit A,Whiting,NJ,08759,Crossroads Realty - Whiting
"$53,000",2,2,,,209 Holly Ct,Whiting,NJ,08759,Crossroads Realty - Manchester
"$279,900",3,1+,,1,612 Loxley Dr,Toms River,NJ,08753,RE/MAX At Barnegat Bay
"$275,000",2,2,"1,738",2,2990 Springwater Ct,Toms River,NJ,08755,Ridge Realty
"$679,000",4,2+,,2,466 Brentwood Ave,Toms River,NJ,08755,Four Points Realty
"$299,000",4,1+,"2,223",1,1030 Zircon Dr,Toms River,NJ,08753,RE/MAX at Barnegat Bay
"$489,900",5,3,,3,1 Stevens Way,Manchester,NJ,08759,Re/Max Real Estate Ltd.
"$263,000",3,2+,,1,3803 Cleveland St,Toms River,NJ,08755,Keller Williams Realty - Monmouth/Ocean
"$275,000",3,2,"1,680",1,206 Torrey Pines Dr,Toms River,NJ,08757,Coldwell Banker Flanagan Realty
"$160,000",2,2,,1,14 Valencia St,Toms River,NJ,08757,"Diane Turton, Realtors - Lavallette"
"$175,000",2,2,,1,36 Harrington Dr S,Toms River,NJ,08757,RE/MAX REALTY 9
"$419,900",3,2+,"1,752",1,302-B Sunset Dr,Seaside Heights,NJ,08753,Habitat Real Estate
"$260,000",2,2,"1,730",1,1555 Heatherleaf Ln,Toms River,NJ,08755,"Weichert, Realtors - Brick"
"$229,000",3,1+,"1,092",,234 Anthony Ave,Toms River,NJ,08753,Coldwell Banker Flanagan Realty
"$249,000",2,2,,2,2 Napoli Ct,Toms River,NJ,08757,Keller Williams Shore Properties
"$254,900",2,2,"1,350",1,270 Costa Mesa Dr,Toms River,NJ,08757,Keller Williams Shore Properties
"$135,000",2,2,"1,373",1,85 Sunset Rd Unit 60,Whiting,NJ,08759,Crossroads Realty - Executive Office
"$200,000",2,2+,"1,860",1,1143B Thornbury Ln,Manchester,NJ,08759,Crossroads Realty - Manchester
"$104,000",2,1,,1,1 Attleboro Ln Unit 73,Whiting,NJ,08759,"RE/MAX REAL ESTATE, LTD."
"$185,000",2,2,,1,27 Twyford Ln,Manchester,NJ,08759,Ridge Realty
"$32,500",2,1,,,1 Magnolia St Unit B,Toms River,NJ,08757,Crossroads Realty - Manchester
"$240,000",3,2+,"1,900",1,3607 Cleveland St,Toms River,NJ,08755,Coldwell Banker Flanagan Realty
"$395,000",,,,,180 Route 37 W,Toms River,NJ,08755,Crossroads Realty - Executive Office
"$259,000",2,2,"1,680",2,29 Durham Ave,Manchester,NJ,08759,CBRivieraRealty3109
"$325,000",2,1,"1,271",1,1155 Silverton Rd,Toms River,NJ,08755,Imperial Real Estate Agency
"$429,900",4,3,,2,128 Village Rd,Toms River,NJ,08755,"RE/MAX REAL ESTATE, LTD."
"$247,349",2,2,"1,670",1,19 Bedford Ct,Toms River,NJ,08757,Healy Realtors
"$525,000",4,3,"2,926",2,108 Laurel Ave,Toms River,NJ,08753,CENTURY 21 Action Plus Realty
"$47,000",1,1,,,120 Hope Rd Unit C,Whiting,NJ,08759,Crossroads Realty - Whiting
"$197,900",3,1,"1,250",,1412 Bismarck St,Toms River,NJ,08757,Carl Greenfield
"$199,000",2,1,"1,074",1,118 Norfolk Ct,Toms River,NJ,08757,"Weichert, Realtors - Forked River"
"$169,900",2,2,,1,2354 Mount Hood Ln,Toms River,NJ,08753,Coldwell Banker Residential Brokerage - Spring Lake Office
"$599,500",5,2+,"2,948",2,1232 Steeplechase Ct,Toms River,NJ,08755,Coldwell Banker Residential Brokerage - Spring Lake
"$459,900",3,2+,"2,319",2,1355 Wave Crest Ct,Toms River,NJ,08753,Keller Williams Shore Properties
"$325,000",3,2+,"1,850",1,598 Garfield Ave,Toms River,NJ,08753,Re/Max Real Estate Ltd.
"$75,000",,,,,1 Ignatius Dr,Manchester,NJ,08759,"Diane Turton, Realtors - Brick Office"
"$254,875",3,2+,"1,929",1,4304 Galloping Hill Ln,Toms River,NJ,08755,RE/MAX at Barnegat Bay
"$205,000",2,2,,1,30 La Terraza Dr,Toms River,NJ,08757,Coldwell Banker Residential Brokerage - Westfield East Office
"$1,150,000",7,6+,"7,600",,600 Main St,Toms River,NJ,08753,"RE/MAX REAL ESTATE, LTD."
"$407,000",4,2+,"2,356",2,2073 Whitesville Rd,Toms River,NJ,08755,RE/MAX ON THE MOVE REALTY
"$839,900",4,2+,"3,350",2,1951 Pinta Ct,Toms River,NJ,08753,Gloria Nilson & Company Real Estate
"$525,000",5,3,,2,2051 Harrison Ave,Whiting,NJ,08759,Keller Williams Realty - Monmouth/Ocean
"$175,000",2,2,"1,404",1,45 Whitaker Dr,Toms River,NJ,08757,"RE/MAX REAL ESTATE, LTD."
"$264,900",3,2,"1,508",2,1332 4th Ave,Manchester,NJ,08757,RE/MAX At Barnegat Bay
"$375,000",2,2,,2,109 Addlestone Ln,Manchester,NJ,08759,Coldwell Banker Residential Brokerage - Wall Township Office
"$649,000",3,2,"2,050",1,14 Sunrise Ct,Toms River,NJ,08753,Keller Williams Shore Properties
"$179,900",3,2+,"1,222",,,Toms River,NJ,08755,"Weichert, Realtors - Forked River"
"$219,900",2,2,"1,232",1,11 Doral Dr,Berkeley,NJ,08757,RE/MAX NEW BEGINNINGS REALTY
"$170,000",2,2,,1,9 Sandhurst St,Manchester,NJ,08759,Veltri & Realtors Corporate Office
"$224,900",2,2,"1,100",1,58 Barbuda St,Toms River,NJ,08757,"DANSKIN REAL ESTATE AGENCY, LLC"
"$189,000",2,1,800,,651 Vaughn Ave,Toms River,NJ,08753,Keller Williams Realty - Monmouth/Ocean
"$299,000",3,2,,,1985 Whitesville Rd,Toms River,NJ,08755,RE/MAX 1st Advantage
"$115,000",2,1,,1,221 Torrey Pines Dr,Toms River,NJ,08757,CENTURY 21 Action Plus Realty
"$269,000",3,1,"1,400",1,790 Linden Rd,Toms River,NJ,08753,BOB GRIMM AGENCY
"$229,900",3,1+,"1,496",1,1319 Bay Ave,Toms River,NJ,08753,REAL ESTATE PROFESSIONALS
"$100,000",,,,,736 Elizabeth Ave,Toms River,NJ,08753,"Weichert, Realtors - Howell"
"$264,900",4,2,"1,600",1,2204 6th Ave,Toms River,NJ,08753,"Diane Turton, Realtors - Toms River Office"
"$979,645",,,,,12 Wilkins Rd,Toms River,NJ,08753,Childers Sotheby's Int Realty
"$49,500",2,1,,,39D Stonybrook Rd,Whiting,NJ,08759,Crossroads Realty - Toms River West
"$189,900",2,1+,,,1856 Mount Juliano Ln,Toms River,NJ,08753,Pacesetter Realty
"$800,000",4,2+,"4,372",2,46 Florence Ct,Toms River,NJ,08753,Berkshire Hathaway Home Services Signature Properties
"$434,900",4,2+,,2,141 Huddy Dr,Toms River,NJ,08755,"RE/MAX REAL ESTATE, LTD."
"$372,000",3,3,"2,375",2,3539 Vicari Ave,Toms River,NJ,08755,RE/MAX ELITE
"$839,000",5,3+,"3,300",3,315 Aldo Dr,Toms River,NJ,08753,Keller Williams Realty Central Monmouth
"$374,900",3,3,"2,767",2,2 Chalfont Ln,Manchester,NJ,08759,"Weichert, Realtors - Middletown"
"$185,000",2,2,,1,20 Beaverbrook Dr,Toms River,NJ,08757,CENTURY 21 Action Plus Realty
"$184,900",2,2,,1,1 Fairfield Rd,Toms River,NJ,08757,CENTURY 21 Action Plus Realty
"$289,000",4,2,"1,650",1,885 Peppertree Dr,Toms River,NJ,08753,"RE/MAX REAL ESTATE, LTD."
"$195,000",2,1,951,1,101 Martin Rd,Toms River,NJ,08753,RE/MAX at Barnegat Bay
"$389,900",3,3,"2,432",2,39 Tuscany Cir,Manchester,NJ,08759,Ridge Realty
"$215,000",2,2,"1,232",1,3 Wakan Ct,Berkeley,NJ,08757,CENTURY 21 Action Plus Realty
"$284,900",2,2,,1,4 Blackpool Way,Toms River,NJ,08757,BHHS HEALY REALTORS
"$499,900",4,2+,"2,564",2,1884 Lauren Ln,Toms River,NJ,08755,Keller Williams Shore Properties
"$314,000",2,2,"1,846",2,1500 Scholar Pl,Toms River,NJ,08755,"Continental Real Estate Group, Inc."
"$200,000",2,2,"1,328",1,144 Torrey Pines Dr,Berkeley,NJ,08757,CENTURY 21 Action Plus Realty
"$264,900",3,2,"1,128",1,581 Peter Ave,Toms River,NJ,08753,CBRivieraRealty3109
"$184,900",2,2,,1,16 Jericho Rd,Toms River,NJ,08757,Crossroads Realty - Toms River West
"$199,313",2,2,"1,440",1,7 San Carlos Ct,Toms River,NJ,08757,Exit Realty Jersey Shore
"$249,000",3,2,"1,564",1,1300 Burnside St,Manchester,NJ,08759,BHHS New Jersey Properties Manalapan
"$150,000",2,2,"1,404",1,37 Winkle Ct,Manchester,NJ,08759,RE/MAX NEW BEGINNINGS REALTY
"$244,900",2,2,"1,232",1,98 San Carlos St Unit A,Toms River,NJ,08757,"RE/MAX REAL ESTATE, LTD."
"$89,900",2,1,,1,6 Oklahoma Way Unit B,Whiting,NJ,08759,Gloria Nilson & Company Real Estate
"$320,000",4,2+,"2,004",2,1894 Ada Ct,Toms River,NJ,08753,Coldwell Banker Flanagan Realty
"$75,000",2,2,,1,67A Cambridge Cir,Manchester,NJ,08759,RE/MAX REALTY 9
"$189,000",3,2+,"1,509",,613 Anthony Ave,Toms River,NJ,08753,"Weichert, Realtors - Toms River"
"$203,000",4,2,"1,863",,1940 Merrimac Dr,Toms River,NJ,08753,RE/MAX At Barnegat Bay
"$224,900",2,2,"1,328",1,133 Davenport Rd,Toms River,NJ,08757,"Weichert, Realtors - Toms River"
"$212,000",3,1+,"1,356",1,22 Germania Ct,Toms River,NJ,08755,Keller Williams Realty - Monmouth/Ocean
"$72,000",2,1,,1,14 Edinburgh Ln Unit B,Manchester,NJ,08759,Coldwell Banker Residential Brokerage - MIDDLETOWN
"$389,900",3,3+,,1,11 Friar Ct,Toms River,NJ,08753,CENTURY 21 Action Plus Realty
"$449,900",2,2,"2,172",,812 McKinley Ave,Toms River,NJ,08753,RE/MAX THE REAL ESTATE LEADERS
"$59,900",2,1+,"1,001",1,606 Willow Ln Unit A,Whiting,NJ,08759,Crossroads Realty - Whiting
"$259,900",3,2+,"2,010",1,4607 Galloping Hill Ln,Toms River,NJ,08755,Century 21 Action Plus Realty
"$204,900",2,1,,1,38 Port Royal Dr,Toms River,NJ,08757,ERA American Towne Realty
"$379,000",4,3,"3,200",2,59 Manor Rd,Toms River,NJ,08753,ERA American Towne Realty
"$175,000",2,2,,1,12 Andros St,Toms River,NJ,08757,Crossroads Realty - Executive Office
"$300,000",3,2,"1,318",1,64 Breton Harbor Dr,Toms River,NJ,08753,Mike Koen Realty
"$325,000",3,2+,"1,800",2,2540 Woodland Rd,Manchester,NJ,08759,Coldwell Banker Residential Brokerage - East Brunswick Office
"$31,000",2,1,,,8 Arizona Ave Unit B,Whiting,NJ,08759,CENTURY 21 Action Plus Realty
"$181,900",3,1,"1,464",1,1226 Bewick St,Toms River,NJ,08753,Our Shore Real Estate
"$109,900",2,1,"1,051",1,1316 Amsterdam Ave,Manchester,NJ,08757,RE/MAX At Barnegat Bay
"$125,000",2,1+,930,,593 Garfield Ave Apt 13,Toms River,NJ,08753,Crossroads Realty - Executive Office
"$194,900",2,2,"1,440",1,49 Santiago Ct,Toms River,NJ,08757,SEA POINT REALTY
"$230,000",2,2,,1,61 Orlando Blvd,Toms River,NJ,08757,ADK REALTY and Consulting Services LLC
"$57,500",2,1,,1,28B Molly Pitcher Blvd,Whiting,NJ,08759,ADK REALTY and Consulting Services LLC
"$709,000",4,2+,"4,000",3,1818 Charlton Cir,Toms River,NJ,08755,RE/MAX ON THE MOVE REALTY
"$275,000",3,1,"1,248",,217 Carol Dr,Toms River,NJ,08753,"RE/MAX REAL ESTATE, LTD."
"$159,900",3,1+,"1,485",,125 Dover Rd,South Toms River,NJ,08757,Keller Williams Realty - Monmouth/Ocean
"$89,900",2,2,"1,558",1,10 Yorktown Pkwy Unit A,Manchester,NJ,08759,RE/MAX NEW BEGINNINGS REALTY
"$89,900",2,2,"1,558",1,10 Yorktowne Pkwy Unit A,Whiting,NJ,08759,RE/MAX NEW BEGINNINGS REALTY
"$199,000",2,1,"1,000",1,1942 Mount Juliano Ln,Toms River,NJ,08753,Our Shore Real Estate
"$279,000",2,2,"1,728",1,23 Orlando Blvd,Toms River,NJ,08757,Keller Williams Realty - Monmouth/Ocean
"$77,000",1,1,820,,321 Elizabeth Ave,Toms River,NJ,08753,SHORE REALTY EXCHANGE
"$169,900",2,2,"1,232",1,253 Bonaire Dr,Toms River,NJ,08757,Gloria Nilson & Company Real Estate
"$137,500",2,2,"1,605",1,18A Edinburgh Ln,Manchester,NJ,08759,Crossroads Realty - Manchester
"$219,000",4,2,,,519 Main St,Toms River,NJ,08753,C21/ VALUE PLUS REALTY
"$254,900",3,2,"1,248",1,612 Northampton Blvd,Toms River,NJ,08757,"Weichert, Realtors - Forked River"
"$369,900",3,3,"2,478",2,51 Chalfont Ln,Manchester,NJ,08759,Keller Williams Real Estate-Princeton
"$144,900",2,2,"1,232",1,183 Biabou Dr,Toms River,NJ,08757,"RE/MAX REAL ESTATE, LTD."
"$299,000",3,2+,,1,1601 Manchester St,Toms River,NJ,08757,remax 1st advantage
"$195,000",2,2,,2,5 Carriage Rd,Whiting,NJ,08759,Keller Williams Shore Properties
"$219,900",2,2,"1,382",1,2 John Adams Ct,Whiting,NJ,08759,"Weichert, Realtors - Toms River"
"$139,900",2,1+,"1,120",1,20 Falmouth Ave Unit 72,Whiting,NJ,08759,"Weichert, Realtors - Toms River"
"$210,000",2,2,"1,328",1,1010 Camino Real Ct,Toms River,NJ,08757,Keller Williams Realty - Monmouth/Ocean
"$105,000",2,1,"1,105",1,32 Southampton Rd,Berkeley,NJ,08757,RE/MAX At Barnegat Bay
"$110,000",2,2,,1,161 Port Royal Dr,Toms River,NJ,08757,Berkshire Hathaway HomeServices Healy Realtors
"$289,900",3,2,"1,729",2,12 Walton St,Toms River,NJ,08753,Coldwell Banker Residential Brokerage - Middletown Office
"$129,999",2,2,"1,415",1,1 Meadows Ln,Whiting,NJ,08759,Crossroads Realty - Berkeley
"$245,000",2,2,"1,730",1,1600 Lacebark Rd,Toms River,NJ,08755,Realmart Realty - Flat Fee to 1% Agent Assist Service
"$75,000",,,,,232 Buermann Ave,Toms River,NJ,08753,Berkshire Hathaway Healy Realtors
"$75,000",,,,,230 Buermann Ave,Toms River,NJ,08753,Berkshire Hathaway Healy Realtors
"$149,000",,,,,201/203 Anthony Ave,Toms River,NJ,08753,"RE/MAX REAL ESTATE, LTD."
"$199,900",3,1,,1,3119 Madison Ave,Toms River,NJ,08753,Gloria Nilson & Co Real Estate
"$326,500",5,2+,,2,2117 Holly Hill Rd,Manchester,NJ,08759,Re/Max Real Estate Ltd.
"$289,900",3,1+,"1,625",1,350 Ashford Rd,Toms River,NJ,08755,Pecora Realtors
"$78,000",2,2,,1,7 Cooper Ln Unit A,Whiting,NJ,08759,Crossroads Realty - Whiting
"$279,900",2,2+,"1,700",1,5 Turnberry Cir Unit 109B,Toms River,NJ,08753,Keller Williams Shore Properties
"$182,000",2,2,,1,870A Liverpool Cir,Manchester,NJ,08759,Crossroads Realty - Berkeley
"$339,000",4,2+,"2,020",1,144 Arizona Ave,Toms River,NJ,08753,Gloria Nilson & Co. Real Estate
"$195,500",2,1+,"1,370",1,4502 Norma Pl,Toms River,NJ,08755,RE/MAX REALTY 9
"$175,000",2,2,"1,232",1,7 Pigalle St,Toms River,NJ,08757,Crossroads Realty - Berkeley
"$379,000",3,2,"1,444",,3429 Bergen Ave,Toms River,NJ,08753,"Diane Turton, Realtors - Toms River Office"
"$67,500",2,1+,"1,001",1,506A Lilac Ln,Whiting,NJ,08759,RE/MAX at Barnegat Bay
"$59,900",1,1,,1,5B Valley Forge Dr,Whiting,NJ,08759,Crossroads Realty - Toms River West
"$19,500",2,1,,,50 Panda Ln,Whiting,NJ,08759,"RE/MAX REAL ESTATE, LTD."
"$116,900",2,2,"1,845",1,124 Tulip Ct Unit B,Whiting,NJ,08759,Keller Williams Shore Properties
"$164,500",2,2,,1,20 Dartmouth St,Whiting,NJ,08759,Pacesetter Realty
"$300,000",4,3,"1,678",2,135 Cardinal Dr,Toms River,NJ,08755,RE/MAX at Barnegat Bay
"$269,900",2,2,"2,067",2,6 Woodview Dr,Manchester,NJ,08759,Gloria Nilson & Co. Real Estate
"$69,900",1,1,,1,155 Rosewood Dr Unit A,Manchester,NJ,08759,Crossroads Realty - Whiting
"$82,000",2,1+,"1,120",1,14 N Chestnut Ave Unit 71,Whiting,NJ,08759,RE/MAX Central
"$127,000",2,2,"1,392",1,6A Alpine Rd,Whiting,NJ,08759,CENTURY 21 Action Plus Realty
"$259,900",4,2,"1,860",2,2474 Whitesville Rd,Toms River,NJ,08755,"Weichert, Realtors - Toms River"
"$299,000",,,,,124 Waldron Rd,Toms River,NJ,08753,Exit Realty Elite
"$535,000",4,2+,"2,288",1,3454 Jefferson Ave,Toms River,NJ,08753,Veltri & Realtors Corporate Office
"$261,000",2,2,"1,654",1,2353 W Ashfield Ct,Toms River,NJ,08755,RE/MAX ELITE
"$479,000",3,2+,"2,200",,6 Jamaica Ave,Toms River,NJ,08753,Coldwell Banker Flanagan Rlty - Tr
"$249,900",2,2,"1,520",1,18 Belvedere Dr S,Manchester,NJ,08759,Crossroads Realty - Manchester
"$324,900",3,2,"1,674",2,527 Clifton Ave,Toms River,NJ,08753,CENTURY 21 Lawrence Realty
"$399,900",4,3,,,3409 Jefferson Ave,Toms River,NJ,08753,"Weichert, Realtors - Howell"
"$212,900",3,2,,1,1101 Biondo St,Toms River,NJ,08753,RE/MAX At Barnegat Bay
"$237,000",2,2,,2,99 Clear Lake Rd,Whiting,NJ,08759,Crossroads Realty - Whiting
"$149,900",3,1,"1,248",1,1632 Broadway Blvd,Toms River,NJ,08757,"Keller Williams Preferred Properties, Ship Bottom"
"$169,000",2,2,"1,364",1,257 Costa Mesa Dr,Berkeley,NJ,08757,Crossroads Realty - Waretown
"$208,900",4,2,,1,2007 Windsor Ave,Toms River,NJ,08753,Gloria Nilson & Co. Real Estate
"$297,000",11,3,"3,200",,58 Chadwick Ave,Toms River,NJ,08753,RE/MAX REALTY 9
"$99,900",2,2,,1,2 Mill Rd Unit 64,Whiting,NJ,08759,RE/MAX At Barnegat Bay
"$174,900",2,2,"1,328",1,366 Port Royal Dr,Berkeley,NJ,08757,CBRivieraRealty3109
"$55,000",2,1,"1,220",1,23 Chelsea Dr Unit 70,Manchester,NJ,08759,RE/MAX At Barnegat Bay
"$55,000",2,1,"1,120",1,23 Chelsea Dr,Whiting,NJ,08759,RE/MAX At Barnegat Bay
"$489,900",4,2+,"2,364",2,177 Lindsay Ln,Toms River,NJ,08755,Keller Williams Shore Properties
"$349,900",5,2+,"2,150",,129 Fischer Blvd,Toms River,NJ,08753,Pecora Realtors
"$277,500",2,2,"1,782",1,19 Provence Dr,Manchester,NJ,08759,Crossroads Realty - Manchester
"$200,000",2,2,"1,328",1,1023 Jamaica Blvd,Toms River,NJ,08757,CENTURY 21 Action Plus Realty
"$168,000",3,2+,"1,284",,104 Prosperity Ct,Toms River,NJ,08755,"Weichert, Realtors - Toms River"
"$175,000",2,2,,1,88 Bonaire Dr,Toms River,NJ,08757,"Diane Turton, Realtors - Asbury Park"
"$259,000",2,2,,1,15 Gabriella Cir,Manchester,NJ,08759,CENTURY 21 Solid Gold Realty Inc.
"$522,500",4,3,"2,907",2,1990 Ridge Hill Dr,Toms River,NJ,08755,CENTURY 21 Lawrence Realty
"$239,900",3,2+,,2,571 Clifton Ave,Toms River,NJ,08753,KELLER WILLIAMS REALTY ATLANTIC SHORE
"$219,900",2,2,"1,570",1,97 Troumaka St,Berkeley,NJ,08757,Gloria Nilson & Co. Real Estate
"$239,000",2,1+,"1,336",,502 Bent Trl Unit 50J,Toms River,NJ,08753,RE/MAX at Barnegat Bay
"$220,000",3,3+,,1,1201 Lighthouse Ln Unit 1FM,Toms River,NJ,08753,Gloria Nilson & Co. Real Estate
"$135,000",3,2,,1,56 La Dunette Dr,Toms River,NJ,08757,CBRivieraRealty3109
"$25,000",2,1,,,1421 Nature Way,Toms River,NJ,08755,Keller Williams Realty - Monmouth/Ocean
"$550,000",4,2+,"2,294",1,24 Wilkins Rd,Toms River,NJ,08753,Keller Williams Shore Properties
"$40,000",2,1,,,4C Hemlock St,Toms River,NJ,08757,HEALY REALTORS
"$124,900",2,2,,1,10 Andros St,Toms River,NJ,08757,Keller Williams Realty West Monmouth
"$499,950",4,3,"2,788",2,21 Holly Hill Dr,Toms River,NJ,08753,Re/Max Real Estate Ltd.
"$169,900",2,2,"1,232",1,65 Orlando Blvd,Berkeley,NJ,08757,RE/MAX NEW BEGINNINGS REALTY
"$114,500",2,2,"1,005",1,7 Grant Ct,Manchester,NJ,08759,Crossroads Realty - Whiting
"$484,900",4,2+,"2,650",2,2025 Brookewood Dr,Toms River,NJ,08755,Keller Williams Shore Properties
"$399,000",3,3,"2,434",2,54 Aberdeen Ln,Manchester,NJ,08759,RE/MAX NEW BEGINNINGS REALTY
"$349,000",4,2+,"2,268",2,235 Atsion Way,Toms River,NJ,08753,"RE/MAX REAL ESTATE, LTD."
"$379,900",4,2+,"2,700",2,832 Englemere Blvd,Toms River,NJ,08757,CENTURY 21 Action Plus Realty
"$297,400",3,2+,"1,932",1,204 Mississippi St Unit 604,Toms River,NJ,08755,Crossroads Realty - Executive Office
"$169,999",2,2,"1,328",1,417 Costa Mesa Dr,Toms River,NJ,08757,Keller Williams Shore Properties
"$229,500",2,2,"1,725",1,84 Liberta Dr,Toms River,NJ,08757,CBRivieraRealty3109
"$149,000",2,1,"1,124",1,25 Christiansted St,Berkeley,NJ,08757,Keller Williams Shore Properties
"$217,990",2,1+,,1,2 Saint Eustatius St,Toms River,NJ,08757,Daunno Realty Services
"$150,000",2,2,"1,602",1,842 Winchester Ct,Manchester,NJ,08759,Greater Coastal Realty Inc
"$259,900",3,2,,1,1072 Warren Point Rd,Toms River,NJ,08753,"Weichert, Realtors - Toms River"
"$127,900",2,2,,1,30 Stonybrook Rd,Manchester,NJ,08759,Crossroads Realty - Toms River West
"$110,700",2,1,"1,126",,234 Charlotteville Dr N,Toms River,NJ,08757,RE/MAX NEW BEGINNINGS REALTY
"$239,500",4,2,"1,722",2,1133 Marlane Rd,Toms River,NJ,08753,Paschon Realty
"$169,900",2,1,"1,035",,711 Elizabeth Ave,Toms River,NJ,08753,RE/MAX NEW BEGINNINGS REALTY
"$40,000",1,1,"1,009",1,9B Juniper Ln,Whiting,NJ,08759,Gloria Nilson & Co. Real Estate
"$89,000",,,,,1240 Englemere Blvd,Manchester,NJ,08759,"Sydney Krupnick Realty, Inc."
"$184,500",2,2,"1,360",1,57 Whitmore Dr,Toms River,NJ,08757,Crossroads Realty - Berkeley
"$209,900",2,2,"1,328",1,205 Port Royal Dr,Toms River,NJ,08757,Crossroads Realty - Toms River West
"$439,000",4,2+,"3,135",2,86 Sunrise Blvd,Toms River,NJ,08753,Crossroads Realty - Executive Office
"$269,900",4,1+,"2,014",,301 Hemlock Ln,Manchester,NJ,08759,RE/MAX NEW BEGINNINGS REALTY
"$274,900",2,2,"1,601",1,5 Thronbury Ct,Toms River,NJ,08757,C21/ ACTION PLUS REALTY
"$259,888",2,2,,1,753 Jamaica Blvd,Toms River,NJ,08757,ERA American Towne Realty
"$397,500",2,2,"2,135",2,5 Castile Ct,Manchester,NJ,08759,Childers Sotheby's Int Realty
"$359,900",3,2,"1,500",3,304 Maine St,Toms River,NJ,08753,ERA American Towne Realty
"$179,000",2,2,,1,96 Castleton Dr,Toms River,NJ,08757,CENTURY 21 Action Plus Realty
"$169,900",2,2,"1,381",1,647D Dunstable Ct,Manchester,NJ,08759,Crossroads Realty - Manchester
"$349,900",3,2,,1,1924 Powder Horn Rd,Toms River,NJ,08755,RE/MAX 1st Advantage
"$210,000",2,1+,"1,264",1,576 Jamaica Blvd,Toms River,NJ,08757,"THE FOLK AGENCY REALTORS, INC."
"$260,000",2,2,,1,3 Norway Rd,Toms River,NJ,08757,Coldwell Banker Flanagan Realty
"$245,000",3,2,"1,325",1,2448 Steiner Rd,Manchester,NJ,08759,Crossroads Realty - Executive Office
"$150,000",2,2,"1,602",1,842 Winchester Ct Unit A,Manchester,NJ,08759,GREATER COASTAL REALTY INC.
"$237,000",2,2,,1,154 Orlando Blvd,Toms River,NJ,08757,Keller Williams Shore Properties
"$415,000",4,2,,1,110 Grand View Dr,Toms River,NJ,08753,Glen Kelly Real Estate LLC
"$300,000",3,2,"1,050",1,3195 Windsor Ave,Toms River,NJ,08753,Keller Williams Shore Properties
